x,y
-1.0,-0.08089331518417625
-0.9899497487437185,-0.0664844523957816
-0.9798994974874372,-0.06923072325359875
-0.9698492462311558,-0.2725913231324789
-0.9597989949748744,-0.08245751797603496
-0.949748743718593,-0.16377336479545512
-0.9396984924623115,-0.315140507599988
-0.9296482412060302,-0.5300370388191162
-0.9195979899497487,-0.44791314642854285
-0.9095477386934674,-0.4857715778490861
-0.8994974874371859,-0.5285986426934183
-0.8894472361809045,-0.409632266422282
-0.8793969849246231,-0.4323976494298932
-0.8693467336683417,-0.24413871467928472
-0.8592964824120604,-0.15482227331550216
-0.8492462311557789,0.08417671448317904
-0.8391959798994975,0.38708356517914905
-0.8291457286432161,0.5585702350027082
-0.8190954773869347,0.8082524902205888
-0.8090452261306533,0.692960068578496
-0.7989949748743719,0.9391784646097487
-0.7889447236180904,0.8341314291845755
-0.778894472361809,0.9130622630033478
-0.7688442211055276,0.9598530025931151
-0.7587939698492463,0.8475377145530487
-0.7487437185929648,0.658503180530948
-0.7386934673366834,0.6892866165553848
-0.728643216080402,0.5391753919638214
-0.7185929648241206,0.3495348321225916
-0.7085427135678393,-0.008304796533289582
-0.6984924623115578,0.19540192553824293
-0.6884422110552764,-0.09154007635083233
-0.6783919597989949,-0.0694446104367683
-0.6683417085427136,0.038359850102546666
-0.6582914572864322,-0.024671122583819816
-0.6482412060301508,0.1226036709729928
-0.6381909547738693,0.22019734351245446
-0.6281407035175879,0.3329342907348641
-0.6180904522613065,0.4050007118182042
-0.6080402010050251,0.555642492213057
-0.5979899497487438,0.6469363108191064
-0.5879396984924623,0.5673880365713709
-0.5778894472361809,0.5428682764149106
-0.5678391959798995,0.5655735215704673
-0.5577889447236181,0.462333611918722
-0.5477386934673367,0.5205691837933712
-0.5376884422110553,0.3891065646511417
-0.5276381909547738,-0.07532696970458652
-0.5175879396984925,-0.18596685562198595
-0.507537688442211,-0.41243926747875004
-0.4974874371859297,-0.4768720166413031
-0.48743718592964824,-0.691459361659378
-0.4773869346733668,-0.8342446059517208
-0.46733668341708545,-0.6636745299058415
-0.457286432160804,-0.8906683020054955
-0.44723618090452255,-0.869186160571349
-0.4371859296482412,-0.5738803982145196
-0.42713567839195976,-0.7606806580272072
-0.4170854271356784,-0.5036374850434387
-0.40703517587939697,-0.27134055139738966
-0.3969849246231155,-0.025351572357994068
-0.3869346733668342,-0.13562752544882528
-0.37688442211055273,-0.07752066074783559
-0.3668341708542714,0.16288860680988826
-0.35678391959798994,-0.048939571685719885
-0.3467336683417085,-0.27007253879758875
-0.33668341708542715,-0.2510555792522382
-0.3266331658291457,-0.5178975715984027
-0.31658291457286436,-0.4658454437000279
-0.3065326633165829,-0.9575897606696637
-0.29648241206030146,-0.6809797348537001
-0.2864321608040201,-1.0464375806039472
-0.27638190954773867,-1.0891504820018234
-0.26633165829145733,-1.20867771580054
-0.2562814070351759,-0.9941257021064234
-0.24623115577889443,-0.8156333535399387
-0.2361809045226131,-0.6962064754782272
-0.22613065326633164,-0.5372309331446143
-0.2160804020100502,-0.5594234831809596
-0.20603015075376885,-0.25753697636058404
-0.1959798994974874,-0.11610213350110588
-0.18592964824120606,0.10963500803356577
-0.1758793969849246,0.09648266078929957
-0.16582914572864316,0.23579712034904976
-0.15577889447236182,0.3803465064688945
-0.14572864321608037,0.4460179077846499
-0.13567839195979903,0.5955172369226203
-0.12562814070351758,0.38381294005440064
-0.11557788944723613,0.3253727520553338
-0.10552763819095479,0.0698343501822418
-0.09547738693467334,0.06138278387180174
-0.085427135678392,0.018920587980884696
-0.07537688442211055,-0.11818138656741184
-0.0653266331658291,0.1461358019182174
-0.055276381909547756,0.11130971250264138
-0.045226130653266305,-0.037666320691055355
-0.035175879396984966,0.33913110726704315
-0.025125628140703515,0.5114622404750504
-0.015075376884422065,0.6752494312061155
-0.005025125628140725,0.827697880854594
0.005025125628140614,1.206899654356095
0.015075376884422065,1.4473873696244282
0.025125628140703515,1.445994340094902
0.035175879396984966,1.736056740823505
0.045226130653266416,1.820933820437059
0.055276381909547645,2.020442070699696
0.0653266331658291,2.0064115297749083
0.07537688442211055,1.952176498339182
0.085427135678392,2.064380780238444
0.09547738693467345,1.6993678640326948
0.1055276381909549,1.651488414906655
0.11557788944723613,1.660142016611925
0.12562814070351758,1.4928543992858403
0.13567839195979903,1.6205083422079758
0.14572864321608048,1.7155667983338312
0.15577889447236193,1.6081893684609665
0.16582914572864316,1.7541754267533711
0.1758793969849246,1.702363218314895
0.18592964824120606,1.8712143202880511
0.1959798994974875,1.9892460482832535
0.20603015075376896,2.254819817843325
0.2160804020100502,2.37383692342972
0.22613065326633164,2.802362758851905
0.2361809045226131,2.906456806355478
0.24623115577889454,2.786943773064635
0.256281407035176,2.9782020574350554
0.2663316582914572,3.0662821307094172
0.27638190954773867,3.184311923973679
0.2864321608040201,3.0040238104055974
0.29648241206030157,2.7444682420583497
0.306532663316583,2.7030103492542548
0.31658291457286425,2.4376960265870595
0.3266331658291457,2.4686114593130926
0.33668341708542715,2.247509350886731
0.3467336683417086,1.9815873793803127
0.35678391959799005,2.1341256761087184
0.3668341708542713,2.1315570183474173
0.37688442211055273,2.0525530144711572
0.3869346733668342,2.04241860491621
0.39698492462311563,2.192096955872699
0.4070351758793971,2.0744081140329116
0.4170854271356783,2.477742693173876
0.42713567839195976,2.503499813010382
0.4371859296482412,2.6130865380637855
0.44723618090452266,2.8123880799631804
0.4572864321608041,2.781992857899204
0.46733668341708534,2.634731727537398
0.4773869346733668,2.5710883198862238
0.48743718592964824,2.9118113167034454
0.4974874371859297,2.471460120037622
0.5075376884422111,2.383310406355868
0.5175879396984926,2.285628314378852
0.5276381909547738,1.74085397400823
0.5376884422110553,1.7714261109304998
0.5477386934673367,1.6612749847346762
0.5577889447236182,1.419733595038539
0.5678391959798996,1.2971676574651647
0.5778894472361809,1.3562172731980617
0.5879396984924623,1.360573071693
0.5979899497487438,1.450232842837686
0.6080402010050252,1.5456193943421876
0.6180904522613067,1.5530404990049922
0.6281407035175879,1.7043921126563988
0.6381909547738693,1.78425932471871
0.6482412060301508,1.9528627062122803
0.6582914572864322,2.153884014412324
0.6683417085427137,1.9878332455761711
