x1,x2,y
-0.8986080942841759,-1.172771311306496,1
-1.5795192803165874,-0.5960944619978709,1
-1.4607320210093457,-0.34176895920159855,1
-0.09824346209458429,-0.03187634182930256,0
-1.1156947584648345,-0.7932636135339068,1
-0.5982853874656779,0.042408708004315065,1
2.3657391267702006,0.36865361449264084,0
-1.1365874440732873,-0.06472006846147736,1
0.7452045330885307,-0.5530967004606028,0
-0.3599354643022091,-0.9772989948797495,1
-0.6552873235325432,-0.7150368176810062,1
0.9551511075218947,0.8612578667043429,0
0.13795823504954968,-0.1731097756181351,0
-2.1970251822662608,0.557405879257974,1
-1.4831249961737734,0.24846954692578987,1
0.7439533350871914,0.7190594294024688,0
-1.130389890122796,0.02338034858543486,1
-0.32427863295734366,0.3018521189836654,1
0.4779912406508199,1.701862725101471,0
1.5397728571858693,-0.839842802283759,0
-2.1183355019138435,-0.10750377006944895,1
2.2053224887464355,1.7879028246088373,0
-0.7392733595440654,-0.1260460389631343,0
0.6155648011903118,0.3882643980532269,0
-0.6079469977366954,-0.774519454458847,1
-1.0985689727421724,1.927508829535601,1
1.5291535741477262,-1.0824211627321492,0
0.6349310890958871,1.0708277362596625,0
-0.9971720756237201,1.041127138714133,1
-1.9718355012437163,-0.5885414867895561,1
-0.34143992583158306,-0.1629262893618913,0
-0.04418239571848191,0.14580824373426257,0
0.23444995193757878,-1.2308958218327395,1
-0.19375226662886363,0.9505996639369381,1
-0.3563826160491309,-0.02315793526817836,1
-0.4057868613368921,-0.3420380524856957,1
1.163570547806591,1.367607371045288,0
0.6636126620447151,0.6766625539971145,0
-0.3344749717901476,-1.0470780894990928,1
-0.9087898700163038,0.29322215615356656,0
1.5519530601787788,0.36425704460982444,0
0.5006654554891178,-0.42237570666906626,1
-1.7056432462659943,-0.13432988930444575,1
-0.8189512761837939,0.24137548999663497,1
1.2141079358371634,-1.4976654979271355,0
-0.4259472862724034,0.08033057696643049,0
-0.19287893064738534,0.009549637182009851,0
-0.5679908976826177,0.15228549571236352,0
0.9011815508268733,0.38835326815917887,0
-1.7402904005049384,1.4379763565350512,1
-1.082383266415561,-0.8887936804696611,1
1.6758181660441478,-1.6160309068271062,0
-1.1345607942951146,-0.014968892598141737,1
-1.201547551303177,0.9363818955991121,1
-1.1143375406055842,0.2015557973818677,1
1.2440185744414944,-0.3057059187593997,0
-0.8864452718700793,-0.7862881927530199,1
1.3094746950566973,1.2811073702279208,0
-0.43687964834518234,-0.9202714480752376,1
1.7670989879539956,0.9377262115960784,0
-1.1124709300919742,-1.1509811583565468,1
1.197082871189804,-0.20557595051619548,0
0.7913925347169393,-1.8255221086615996,0
-0.6010803743171019,-0.6956703899436355,1
0.4493595059044886,0.6391200478634904,0
1.9184220834635917,-0.7283239601633082,0
-1.1981003139553192,0.8046399837762725,1
0.07151590860894211,0.20875642334969666,1
-0.7392194281487728,0.6861544024519843,0
-1.2437739751024748,-1.885419470803695,1
0.29601385021495175,0.9265619497503222,0
2.034414914399019,-0.18847785224626673,0
0.5512134540369765,0.4698248674845773,0
1.6559636281089922,-0.9185123452712227,0
-1.4529788651190743,0.3129973852944565,1
0.6636446959569517,-0.4965609821528635,0
-1.1264500151268952,0.22429110155093118,1
-0.1047058062921391,-0.5676111097658048,1
-1.1807558619980143,0.3443461063521944,1
1.1579305101618431,0.6691082506126386,0
-0.1786541110884164,1.2785473798663836,1
-1.15931350984651,2.1864263521066625,1
0.01683316672737467,0.743466528513403,0
-1.3664595064689238,0.14804551142693548,1
1.7926117288133456,-0.06318226236159258,0
-1.244141843115041,0.24291863924486973,1
-1.269730568559377,-0.3241914625513197,1
-2.0799573726491083,-0.22167616058988698,1
0.9146566607562638,-0.14640702421423857,0
-0.17173975580469286,1.8099315159466363,1
0.5958964998403378,0.44088561720162583,0
-0.9068383148271553,-0.6716528954696549,1
1.0407861382551127,-0.03583499202319051,1
-2.0714744232636493,-1.1720542336360762,1
-1.4471935276723955,0.4629994195632925,1
0.6254511524620993,-0.07579841100015947,1
-0.9878387412658328,-1.2280148274645482,1
0.3020980058625441,-0.28666282117933833,0
1.8135292259754885,0.7321062866642363,0
1.664797968815488,-0.5096016969200454,0
-0.13574279886636242,-0.885918425897024,1
0.7654690016426328,0.1482754415541259,0
-0.2810378052924657,1.6078286654568419,1
1.6773605289334519,0.1817094792669084,0
-0.07885551990036477,0.388860478073118,0
-1.632034532160334,1.4470406593251754,1
-0.62616326687247,-0.899651623159217,1
-0.3332443610190719,-0.7359516413043062,1
0.9276264226959783,0.8618945204796535,1
0.49913625913417825,-0.5999997086911795,1
-1.4213157615428187,0.9471605747046248,1
-0.37823842963591797,-0.17166589060060725,0
-0.1789446580850916,0.8366638935639344,0
-1.0062054905417395,0.12051295687739333,0
0.22758993678809025,1.4833146821177372,0
1.4336149628855672,0.17337318719289174,0
0.6694467219533489,-0.06421013918742173,1
0.12351705685385032,0.9588962618966771,0
0.17507775171680734,0.3618550542290946,1
-0.16413923084499377,0.38002180767349886,0
-1.1384547571199595,-0.8226962006569137,1
-0.9582973070380486,-0.8460306340769688,1
1.3335392451535135,-1.2604436568093218,0
-0.7533788933655194,-0.02781143680806647,1
1.8685494834460226,0.5450539956733097,0
-0.3766289006329152,-0.8720962022665073,1
1.8480685761878923,1.8496763353583334,0
1.3165131456375299,1.2680063406947955,0
1.7642889730130078,-0.33749649344635363,0
-1.3639181818001036,1.846156677848501,1
-1.9561421729139092,0.2353421372710925,1
-0.6840810668214274,1.1775102380700475,1
0.1608112445814418,0.9866963254545846,0
-0.5964962127259325,0.3017186703720487,0
-0.7147949539624848,0.03853590306604015,1
-0.2359157161558073,-0.9340546074156949,1
1.127396629589481,0.38430950156694643,0
1.703508170623715,-0.004311405313024458,0
-1.6214691094632185,0.6717383984557728,1
1.0031878121462579,-0.19302000518139412,0
